registro,tipo_doc,canal,cod_dispositivo,num_trx,mnt_total_trx
18532846,1,DISPENSADOR,4594,1,2297.0
22497918,1,DISPENSADOR,8362,7,29267.0
25504949,1,DISPENSADOR,4783,4,9566.0
67995159,1,DISPENSADOR,2018,4,4036.0
72224605,1,DISPENSADOR,5788,3,8682.0
73944841,1,DISPENSADOR,5421,1,2710.5
70338421,1,DISPENSADOR,4648,1,2324.0
60771712,1,DISPENSADOR,5860,3,8790.0
96320264,1,DISPENSADOR,2134,4,4268.0
68252909,1,DISPENSADOR,2017,4,4034.0
99829115,1,DISPENSADOR,2019,3,3028.5
64944805,1,DISPENSADOR,4658,1,2329.0
10453718,1,DISPENSADOR,2037,5,5092.5
87116241,1,DISPENSADOR,1459,8,5836.0
66565268,1,DISPENSADOR,2775,1,1387.5
81550557,1,DISPENSADOR,1976,1,988.0
98293818,1,DISPENSADOR,6384,1,3192.0
73689131,1,DISPENSADOR,342,44,7524.0
24074636,1,DISPENSADOR,640,1,320.0
84116409,1,DISPENSADOR,2532,1,1266.0
88832200,1,DISPENSADOR,4612,25,57650.0
88832200,1,DISPENSADOR,2532,2,2532.0
89496039,1,DISPENSADOR,900,2,900.0
75118113,1,DISPENSADOR,744,2,744.0
69447506,1,DISPENSADOR,5394,1,2697.0
17242008,1,MF,5158,2,5158.0
20177580,1,DISPENSADOR,2136,2,2136.0
78453795,1,DISPENSADOR,5394,1,2697.0
26309210,1,DISPENSADOR,2136,1,1068.0
24838565,1,DISPENSADOR,5394,4,10788.0
76762912,1,DISPENSADOR,2898,3,4347.0
71610560,1,DISPENSADOR,4441,1,2220.5
70295180,1,DISPENSADOR,5375,1,2687.5
17646938,1,MF,5157,2,5157.0
67586758,1,DISPENSADOR,5826,2,5826.0
81347998,1,DISPENSADOR,4784,5,11960.0
21225048,1,DISPENSADOR,8352,2,8352.0
11204179,1,DISPENSADOR,3810,2,3810.0
74470929,1,DISPENSADOR,1660,3,2490.0
62962994,1,DISPENSADOR,6384,4,12768.0
90341091,1,DISPENSADOR,1975,2,1975.0
23983272,1,DISPENSADOR,747,3,1120.5
99230123,1,DISPENSADOR,8332,1,4166.0
80851407,1,DISPENSADOR,4094,2,4094.0
99426250,1,DISPENSADOR,3003,3,4504.5
94160686,1,MF,5172,1,2586.0
24828124,1,DISPENSADOR,6749,1,3374.5
94604808,1,DISPENSADOR,5719,1,2859.5
65325472,1,DISPENSADOR,600,7,2100.0
61476098,1,DISPENSADOR,600,2,600.0
68975316,1,DISPENSADOR,5634,5,14085.0
68528349,1,DISPENSADOR,2182,1,1091.0
97686350,1,DISPENSADOR,2785,1,1392.5
18003612,1,DISPENSADOR,2037,4,4074.0
74358519,1,DISPENSADOR,8352,5,20880.0
92934727,1,MF,5137,3,7705.5
17394117,1,DISPENSADOR,5401,1,2700.5
17718914,1,DISPENSADOR,6384,2,6384.0
65360552,1,DISPENSADOR,6548,1,3274.0
17801786,1,DISPENSADOR,6298,1,3149.0
76606850,1,DISPENSADOR,5392,7,18872.0
65340554,1,DISPENSADOR,4835,2,4835.0
77558100,1,DISPENSADOR,739,5,1847.5
75967618,1,DISPENSADOR,342,2,342.0
90961484,1,DISPENSADOR,5860,3,8790.0
17394117,1,DISPENSADOR,1117,1,558.5
21094568,1,DISPENSADOR,5773,7,20205.5
83991183,1,DISPENSADOR,5407,1,2703.5
68221226,1,DISPENSADOR,5421,2,5421.0
14384207,1,DISPENSADOR,5392,2,5392.0
75829613,1,DISPENSADOR,2199,19,20890.5
70934529,1,DISPENSADOR,1187,5,2967.5
94528580,1,DISPENSADOR,6605,2,6605.0
86932247,1,DISPENSADOR,1669,1,834.5
72870915,1,DISPENSADOR,3941,5,9852.5
76020942,1,DISPENSADOR,3588,3,5382.0
11470588,1,DISPENSADOR,1156,5,2890.0
72664117,1,DISPENSADOR,1147,9,5161.5
27926389,1,DISPENSADOR,4091,4,8182.0
92871348,1,DISPENSADOR,2930,2,2930.0
25841904,1,DISPENSADOR,1155,4,2310.0
70052072,1,DISPENSADOR,5824,2,5824.0
78896959,1,DISPENSADOR,2376,4,4752.0
87859339,1,DISPENSADOR,6311,2,6311.0
95340194,1,DISPENSADOR,1116,1,558.0
83142207,1,MF,5210,3,7815.0
97697079,1,DISPENSADOR,5538,2,5538.0
99310451,1,DISPENSADOR,4597,1,2298.5
62652112,1,DISPENSADOR,4320,1,2160.0
78659635,1,DISPENSADOR,1702,2,1702.0
25277916,1,DISPENSADOR,8040,2,8040.0
28817420,1,DISPENSADOR,5632,18,50688.0
74063324,1,DISPENSADOR,5631,1,2815.5
12160273,1,DISPENSADOR,1156,3,1734.0
71084123,1,DISPENSADOR,2899,1,1449.5
99417468,1,DISPENSADOR,5762,1,2881.0
77260060,1,DISPENSADOR,4094,2,4094.0
11552950,1,DISPENSADOR,3256,15,24420.0
15159207,1,DISPENSADOR,8062,7,28217.0
60755311,1,DISPENSADOR,6519,8,26076.0
79376047,1,PAC,23031481,5,57578702.5
17516023,1,MF,5226,1,2613.0
12736256,1,DISPENSADOR,901,1,450.5
90494457,1,DISPENSADOR,2751,1,1375.5
71227243,1,DISPENSADOR,5497,1,2748.5
91255526,1,DISPENSADOR,2475,9,11137.5
61416466,1,DISPENSADOR,2898,3,4347.0
25934030,1,DISPENSADOR,3810,1,1905.0
77279360,1,DISPENSADOR,3005,1,1502.5
85079540,1,DISPENSADOR,5859,3,8788.5
11609481,1,DISPENSADOR,5519,1,2759.5
60960760,1,DISPENSADOR,4783,12,28698.0
91107415,1,DISPENSADOR,5519,18,49671.0
66386847,1,DISPENSADOR,1703,2,1703.0
93616809,1,DISPENSADOR,1146,2,1146.0
28054188,1,MF,5023,1,2511.5
77953649,1,DISPENSADOR,8062,2,8062.0
95434786,1,DISPENSADOR,8071,1,4035.5
10318974,1,DISPENSADOR,1157,1,578.5
19706058,1,DISPENSADOR,5787,2,5787.0
79466202,1,DISPENSADOR,1976,3,2964.0
94612443,1,DISPENSADOR,745,12,4470.0
80367414,1,MF,5172,1,2586.0
11116004,1,DISPENSADOR,2093,3,3139.5
91612030,1,DISPENSADOR,1156,1,578.0
10642871,1,MF,5192,1,2596.0
77565496,1,DISPENSADOR,4597,1,2298.5
20773865,1,DISPENSADOR,8062,1,4031.0
91923545,1,DISPENSADOR,4853,2,4853.0
12720678,1,DISPENSADOR,5631,5,14077.5
19042331,1,DISPENSADOR,5773,16,46184.0
84287151,1,DISPENSADOR,3662,2,3662.0
88205969,1,DISPENSADOR,1116,2,1116.0
67743277,1,DISPENSADOR,2376,16,19008.0
89229525,1,MF,5023,3,7534.5
86342285,1,MF,5203,1,2601.5
83182470,1,DISPENSADOR,1266,21,13293.0
85331208,1,DISPENSADOR,1115,2,1115.0
79757007,1,DISPENSADOR,4649,1,2324.5
13989687,1,DISPENSADOR,5358,3,8037.0
21964817,1,DISPENSADOR,8062,1,4031.0
77441027,1,DISPENSADOR,4464,1,2232.0
20359560,1,MF,5203,4,10406.0
95094701,1,DISPENSADOR,2337,1,1168.5
19040215,1,DISPENSADOR,5762,1,2881.0
75713796,1,DISPENSADOR,5859,1,2929.5
94000615,1,DISPENSADOR,4784,1,2392.0
13419899,1,DISPENSADOR,4320,1,2160.0
69160458,1,DISPENSADOR,5937,2,5937.0
84878265,1,DISPENSADOR,8061,1,4030.5
19698057,1,DISPENSADOR,2898,1,1449.0
64826341,1,DISPENSADOR,3254,1,1627.0
29003505,1,DISPENSADOR,2494,2,2494.0
12892065,1,DISPENSADOR,2992,1,1496.0
15317205,1,DISPENSADOR,1147,2,1147.0
78196988,1,DISPENSADOR,2376,1,1188.0
91118019,1,DISPENSADOR,4089,15,30667.5
62443534,1,MF,5137,4,10274.0
73303500,1,DISPENSADOR,4094,1,2047.0
75985729,1,DISPENSADOR,1117,3,1675.5
98292074,1,MF,5157,4,10314.0
63339322,1,DISPENSADOR,5773,1,2886.5
82522185,1,DISPENSADOR,1115,3,1672.5
76687456,1,DISPENSADOR,2775,4,5550.0
87916685,1,DISPENSADOR,4000,17,34000.0
62450438,1,DISPENSADOR,4929,1,2464.5
65950797,1,DISPENSADOR,3810,1,1905.0
66565268,1,DISPENSADOR,1703,2,1703.0
98305674,1,DISPENSADOR,6384,3,9576.0
96657262,1,DISPENSADOR,2898,2,2898.0
92712420,1,DISPENSADOR,1459,2,1459.0
91375938,1,DISPENSADOR,6382,7,22337.0
77679044,1,DISPENSADOR,2494,5,6235.0
75481170,1,DISPENSADOR,8122,3,12183.0
73507175,1,DISPENSADOR,2930,12,17580.0
78198335,1,DISPENSADOR,4929,3,7393.5
97527445,1,DISPENSADOR,5537,7,19379.5
18832878,1,DISPENSADOR,1117,1,558.5
68259279,1,DISPENSADOR,1459,4,2918.0
22150158,1,DISPENSADOR,6280,2,6280.0
75481170,1,DISPENSADOR,2475,2,2475.0
18540189,1,DISPENSADOR,4783,2,4783.0
91799438,1,DISPENSADOR,1700,2,1700.0
18937479,1,DISPENSADOR,1147,2,1147.0
84058371,1,DISPENSADOR,4252,2,4252.0
13954870,1,DISPENSADOR,747,3,1120.5
26188698,1,DISPENSADOR,3245,1,1622.5
99828343,1,DISPENSADOR,2142,1,1071.0
23752469,1,DISPENSADOR,3662,10,18310.0
90722377,1,DISPENSADOR,8040,1,4020.0
80367414,1,DISPENSADOR,1156,1,578.0
77884023,1,DISPENSADOR,5632,33,92928.0
67745656,1,DISPENSADOR,3003,1,1501.5
28320126,1,DISPENSADOR,1117,1,558.5
80896109,1,DISPENSADOR,2536,2,2536.0
11569524,1,DISPENSADOR,5633,5,14082.5
83789877,1,DISPENSADOR,3254,3,4881.0
97058382,1,DISPENSADOR,2522,2,2522.0
70628296,1,DISPENSADOR,8062,1,4031.0
12660166,1,MF,5204,1,2602.0
26753664,1,DISPENSADOR,4089,3,6133.5
96288334,1,DISPENSADOR,2785,8,11140.0
20555269,1,PAC,23031481,17,195767588.5
92981374,1,DISPENSADOR,1265,13,8222.5
64358756,1,DISPENSADOR,1186,3,1779.0
88957469,1,DISPENSADOR,4090,1,2045.0
14751417,1,DISPENSADOR,3005,1,1502.5
90643749,1,DISPENSADOR,1703,1,851.5
29908373,1,DISPENSADOR,1669,2,1669.0
92299968,1,DISPENSADOR,4853,15,36397.5
71463457,1,DISPENSADOR,2479,4,4958.0
62845095,1,DISPENSADOR,5773,6,17319.0
10103930,1,DISPENSADOR,8040,2,8040.0
95581276,1,MF,5215,5,13037.5
15482697,1,DISPENSADOR,5631,2,5631.0
16355707,1,DISPENSADOR,5859,8,23436.0
64900811,1,DISPENSADOR,6605,1,3302.5
11249743,1,DISPENSADOR,1837,1,918.5
25663229,1,DISPENSADOR,6447,1,3223.5
74304858,1,DISPENSADOR,6442,1,3221.0
76569631,1,DISPENSADOR,4320,2,4320.0
70451124,1,DISPENSADOR,2587,2,2587.0
62853083,1,MF,5157,10,25785.0
98780267,1,DISPENSADOR,2753,4,5506.0
74591347,1,DISPENSADOR,2753,1,1376.5
60322157,1,DISPENSADOR,8082,1,4041.0
12575608,1,DISPENSADOR,1156,1,578.0
17588538,1,DISPENSADOR,4036,1,2018.0
95875172,1,DISPENSADOR,5859,1,2929.5
18003612,1,DISPENSADOR,6519,1,3259.5
80034926,1,DISPENSADOR,1459,1,729.5
10826747,1,DISPENSADOR,2930,6,8790.0
27674007,1,DISPENSADOR,2898,5,7245.0
90890635,1,DISPENSADOR,3003,10,15015.0
62774572,1,MF,5123,3,7684.5
19323958,1,MF,5226,2,5226.0
94187064,1,DISPENSADOR,600,3,900.0
65366577,1,DISPENSADOR,600,9,2700.0
91331339,1,DISPENSADOR,2756,4,5512.0
91700224,1,DISPENSADOR,1703,11,9366.5
85759085,1,DISPENSADOR,1700,1,850.0
13809941,1,DISPENSADOR,4784,4,9568.0
74591347,1,MF,5023,2,5023.0
25103438,1,DISPENSADOR,3254,1,1627.0
91535113,1,DISPENSADOR,4909,12,29454.0
89179491,1,DISPENSADOR,5392,1,2696.0
79043067,1,MF,5006,15,37545.0
63378448,1,DISPENSADOR,4036,2,4036.0
17718914,1,DISPENSADOR,8332,2,8332.0
77424861,1,DISPENSADOR,2988,1,1494.0
78117321,1,DISPENSADOR,1669,1,834.5
22348044,1,DISPENSADOR,4317,1,2158.5
77718582,1,DISPENSADOR,4909,1,2454.5
71157597,1,DISPENSADOR,4594,4,9188.0
87612639,1,DISPENSADOR,5719,2,5719.0
68228793,1,DISPENSADOR,2535,3,3802.5
98714134,1,DISPENSADOR,5407,2,5407.0
71371011,1,DISPENSADOR,2475,9,11137.5
17052646,1,DISPENSADOR,3246,42,68166.0
99852061,1,DISPENSADOR,5394,1,2697.0
27001781,1,DISPENSADOR,5633,4,11266.0
99589240,1,DISPENSADOR,1976,1,988.0
14838522,1,DISPENSADOR,4464,2,4464.0
63197473,1,DISPENSADOR,746,1,373.0
72478130,1,MF,5023,4,10046.0
19511069,1,DISPENSADOR,1669,1,834.5
22589604,1,DISPENSADOR,1970,3,2955.0
15849426,1,DISPENSADOR,6280,5,15700.0
72735776,1,DISPENSADOR,3094,33,51051.0
19045484,1,DISPENSADOR,2751,15,20632.5
83848261,1,DISPENSADOR,1156,1,578.0
76586516,1,DISPENSADOR,1117,1,558.5
28528937,1,DISPENSADOR,2587,2,2587.0
72880697,1,MF,5144,2,5144.0
73725698,1,DISPENSADOR,1975,4,3950.0
75806609,1,DISPENSADOR,5560,1,2780.0
15286227,1,DISPENSADOR,2199,1,1099.5
14011575,1,DISPENSADOR,1146,2,1146.0
19045484,1,DISPENSADOR,2750,10,13750.0
80617425,1,DISPENSADOR,4464,21,46872.0
19922269,1,DISPENSADOR,1970,1,985.0
70021446,1,DISPENSADOR,3005,3,4507.5
76040039,1,DISPENSADOR,5375,29,77937.5
61053799,1,DISPENSADOR,2019,47,47446.5
94625729,1,DISPENSADOR,5394,1,2697.0
25841904,1,DISPENSADOR,8082,4,16164.0
85759085,1,DISPENSADOR,1701,5,4252.5
84964924,1,DISPENSADOR,4320,1,2160.0
19491374,1,DISPENSADOR,1116,1,558.0
12953121,1,DISPENSADOR,2630,30,39450.0
10155407,1,DISPENSADOR,5787,1,2893.5
77755130,1,DISPENSADOR,4089,2,4089.0
72162595,1,DISPENSADOR,4441,11,24425.5
11843238,1,DISPENSADOR,5401,1,2700.5
72908728,1,DISPENSADOR,1974,4,3948.0
16086176,1,DISPENSADOR,2898,7,10143.0
10255990,1,DISPENSADOR,2752,1,1376.0
16799146,1,DISPENSADOR,4776,11,26268.0
75459403,1,DISPENSADOR,1156,3,1734.0
96691404,1,DISPENSADOR,4595,2,4595.0
11375234,1,MF,5204,2,5204.0
80015189,1,MF,5137,3,7705.5
66727275,1,DISPENSADOR,3663,1,1831.5
79798539,1,DISPENSADOR,4784,5,11960.0
18852025,1,DISPENSADOR,4320,57,123120.0
12736256,1,DISPENSADOR,8082,4,16164.0
71818153,1,DISPENSADOR,2862,1,1431.0
77803070,1,DISPENSADOR,3662,4,7324.0
75178870,1,DISPENSADOR,5358,7,18753.0
16832786,1,DISPENSADOR,901,1,450.5
14559421,1,DISPENSADOR,8352,2,8352.0
69943913,1,DISPENSADOR,8064,1,4032.0
29096857,1,DISPENSADOR,1459,1,729.5
90486937,1,DISPENSADOR,2751,8,11004.0
75975236,1,DISPENSADOR,8332,1,4166.0
12160273,1,DISPENSADOR,1116,6,3348.0
64465530,1,DISPENSADOR,4594,4,9188.0
24634263,1,DISPENSADOR,2018,2,2018.0
85331208,1,DISPENSADOR,6550,1,3275.0
92843194,1,DISPENSADOR,8062,1,4031.0
88051469,1,DISPENSADOR,2862,3,4293.0
12598643,1,DISPENSADOR,8362,2,8362.0
23879706,1,DISPENSADOR,1147,3,1720.5
12950366,1,DISPENSADOR,2683,2,2683.0
91167852,1,DISPENSADOR,5519,34,93823.0
77240090,1,DISPENSADOR,5392,1,2696.0
15591387,1,DISPENSADOR,5719,2,5719.0
78521369,1,DISPENSADOR,5375,1,2687.5
95309269,1,DISPENSADOR,1146,4,2292.0
17548821,1,DISPENSADOR,8031,2,8031.0
96936398,1,MF,5210,1,2605.0
13912373,1,DISPENSADOR,2532,1,1266.0
82826939,1,DISPENSADOR,5358,1,2679.0
78001286,1,DISPENSADOR,5537,12,33222.0
75829613,1,DISPENSADOR,3044,2,3044.0
18293312,1,DISPENSADOR,3256,7,11396.0
15000573,1,DISPENSADOR,6311,1,3155.5
12733965,1,DISPENSADOR,1116,2,1116.0
76958608,1,DISPENSADOR,4784,3,7176.0
76502789,1,MF,5215,1,2607.5
82742488,1,MF,5137,2,5137.0
15772297,1,DISPENSADOR,620,1,310.0
79048453,1,DISPENSADOR,1702,1,851.0
62406122,1,DISPENSADOR,2199,1,1099.5
98605867,1,DISPENSADOR,4135,11,22742.5
26309210,1,DISPENSADOR,1116,2,1116.0
91419087,1,DISPENSADOR,745,1,372.5
80626656,1,DISPENSADOR,8251,4,16502.0
12303972,1,DISPENSADOR,1265,1,632.5
78007955,1,DISPENSADOR,2930,2,2930.0
12719071,1,DISPENSADOR,2716,2,2716.0
92278468,1,DISPENSADOR,342,3,513.0
99976303,1,DISPENSADOR,5538,5,13845.0
18645016,1,MF,5023,2,5023.0
11978885,1,DISPENSADOR,4089,2,4089.0
95762372,1,DISPENSADOR,4093,3,6139.5
95450315,1,DISPENSADOR,4612,2,4612.0
89198930,1,DISPENSADOR,1974,2,1974.0
86448384,1,DISPENSADOR,1115,4,2230.0
89496039,1,DISPENSADOR,5462,1,2731.0
14750080,1,MF,5083,2,5083.0
94091662,1,DISPENSADOR,1147,1,573.5
72614298,1,DISPENSADOR,1117,2,1117.0
19657265,1,DISPENSADOR,1970,3,2955.0
12311512,1,DISPENSADOR,1115,4,2230.0
95244909,1,DISPENSADOR,2752,1,1376.0
13027991,1,DISPENSADOR,4612,3,6918.0
83142017,1,DISPENSADOR,6762,1,3381.0
24160164,1,DISPENSADOR,2752,2,2752.0
25277916,1,DISPENSADOR,4909,2,4909.0
76666472,1,DISPENSADOR,8031,1,4015.5
10826747,1,DISPENSADOR,3094,6,9282.0
78441965,1,DISPENSADOR,2136,1,1068.0
17577445,1,DISPENSADOR,5859,1,2929.5
97047028,1,DISPENSADOR,1156,1,578.0
60441402,1,DISPENSADOR,4853,7,16985.5
80871069,1,MF,5210,5,13025.0
90741528,1,DISPENSADOR,8040,1,4020.0
93214969,1,DISPENSADOR,2752,2,2752.0
78117321,1,DISPENSADOR,5788,1,2894.0
75829613,1,DISPENSADOR,5519,1,2759.5
74772176,1,DISPENSADOR,4597,1,2298.5
79003593,1,DISPENSADOR,2716,1,1358.0
99629702,1,DISPENSADOR,4090,1,2045.0
12611238,1,MF,5172,1,2586.0
75240183,1,DISPENSADOR,8064,3,12096.0
13596627,1,MF,5204,1,2602.0
16943886,1,DISPENSADOR,2376,1,1188.0
64529071,1,DISPENSADOR,4909,1,2454.5
73415481,1,DISPENSADOR,2988,3,4482.0
13049102,1,DISPENSADOR,1147,3,1720.5
10825873,1,DISPENSADOR,1700,2,1700.0
71582880,1,DISPENSADOR,8071,25,100887.5
13003315,1,DISPENSADOR,3246,3,4869.0
76341145,1,DISPENSADOR,2988,1,1494.0
84999114,1,DISPENSADOR,4090,5,10225.0
82508583,1,DISPENSADOR,2093,1,1046.5
78196988,1,DISPENSADOR,5633,2,5633.0
75144939,1,DISPENSADOR,2752,1,1376.0
25901559,1,DISPENSADOR,4783,2,4783.0
21963318,1,DISPENSADOR,5538,5,13845.0
17052890,1,DISPENSADOR,1157,1,578.5
80728635,1,DISPENSADOR,2899,1,1449.5
90978600,1,MF,5123,1,2561.5
24092695,1,DISPENSADOR,1459,2,1459.0
97341059,1,DISPENSADOR,1147,5,2867.5
19643064,1,MF,5023,1,2511.5
88070532,1,DISPENSADOR,5497,6,16491.0
10000311,1,DISPENSADOR,2898,2,2898.0
61148657,1,DISPENSADOR,3810,1,1905.0
81533738,1,DISPENSADOR,1660,9,7470.0
88615168,1,DISPENSADOR,6519,3,9778.5
76762912,1,DISPENSADOR,2752,2,2752.0
23735835,1,DISPENSADOR,747,7,2614.5
76874985,1,DISPENSADOR,2751,1,1375.5
99298235,1,DISPENSADOR,2376,8,9504.0
74425044,1,DISPENSADOR,2898,1,1449.0
99426250,1,DISPENSADOR,4000,1,2000.0
65000885,1,DISPENSADOR,3662,5,9155.0
96878448,1,DISPENSADOR,2019,1,1009.5
90643749,1,DISPENSADOR,6298,14,44086.0
12345618,1,DISPENSADOR,2479,1,1239.5
69116366,1,DISPENSADOR,4464,1,2232.0
75538309,1,DISPENSADOR,6298,5,15745.0
62406122,1,MF,5215,7,18252.5
14917429,1,DISPENSADOR,2630,3,3945.0
84914826,1,DISPENSADOR,4064,1,2032.0
64997926,1,DISPENSADOR,2753,1,1376.5
86392876,1,DISPENSADOR,8040,1,4020.0
10299126,1,DISPENSADOR,4320,2,4320.0
12244466,1,DISPENSADOR,5877,3,8815.5
84669032,1,DISPENSADOR,2992,2,2992.0
90377732,1,DISPENSADOR,3810,1,1905.0
96539043,1,MF,5137,2,5137.0
82296322,1,DISPENSADOR,5392,4,10784.0
16068726,1,DISPENSADOR,2110,1,1055.0
85888215,1,DISPENSADOR,4648,1,2324.0
78771667,1,DISPENSADOR,5762,3,8643.0
86653286,1,DISPENSADOR,2093,4,4186.0
15154399,1,DISPENSADOR,1115,4,2230.0
19654511,1,DISPENSADOR,1119,4,2238.0
90098965,1,DISPENSADOR,744,1,372.0
16874995,1,DISPENSADOR,2683,7,9390.5
71382407,1,DISPENSADOR,2037,5,5092.5
18913456,1,DISPENSADOR,8082,1,4041.0
24074636,1,DISPENSADOR,2037,3,3055.5
20874571,1,DISPENSADOR,4091,1,2045.5
68054279,1,DISPENSADOR,6548,2,6548.0
72544706,1,MF,5083,1,2541.5
88832200,1,DISPENSADOR,2093,1,1046.5
70558248,1,DISPENSADOR,8332,1,4166.0
15103640,1,DISPENSADOR,6573,2,6573.0
70195719,1,DISPENSADOR,5859,1,2929.5
11994415,1,DISPENSADOR,1187,1,593.5
17363404,1,DISPENSADOR,1115,1,557.5
18882308,1,DISPENSADOR,8064,3,12096.0
89954933,1,DISPENSADOR,1265,1,632.5
10453718,1,MF,5157,4,10314.0
16749362,1,DISPENSADOR,1115,1,557.5
14217995,1,DISPENSADOR,2775,1,1387.5
10159047,1,DISPENSADOR,3003,2,3003.0
17765351,1,MF,5218,1,2609.0
11234881,1,DISPENSADOR,1700,2,1700.0
78334129,1,DISPENSADOR,2843,22,31273.0
25394441,1,DISPENSADOR,1155,6,3465.0
77837061,1,DISPENSADOR,1974,2,1974.0
16601263,1,DISPENSADOR,2930,1,1465.0
71818153,1,DISPENSADOR,2630,1,1315.0
75752958,1,MF,5172,1,2586.0
85409067,1,DISPENSADOR,1156,5,2890.0
65931186,1,DISPENSADOR,2532,12,15192.0
18138069,1,DISPENSADOR,2898,1,1449.0
85888215,1,MF,6770,1,3385.0
13846322,1,DISPENSADOR,1660,6,4980.0
77113723,1,DISPENSADOR,2843,1,1421.5
92162778,1,DISPENSADOR,5600,1,2800.0
16571660,1,DISPENSADOR,8352,2,8352.0
29552123,1,DISPENSADOR,1724,3,2586.0
29050456,1,MF,5137,3,7705.5
90716701,1,DISPENSADOR,4595,1,2297.5
29116173,1,MF,5210,1,2605.0
92089503,1,DISPENSADOR,1115,1,557.5
71869243,1,DISPENSADOR,4649,4,9298.0
62443534,1,DISPENSADOR,2751,1,1375.5
61513758,1,DISPENSADOR,3663,45,82417.5
77627248,1,DISPENSADOR,5824,3,8736.0
17390148,1,DISPENSADOR,4320,17,36720.0
11989818,1,DISPENSADOR,1157,4,2314.0
80935316,1,DISPENSADOR,4784,1,2392.0
86900490,1,DISPENSADOR,739,3,1108.5
72913482,1,DISPENSADOR,5632,6,16896.0
70040316,1,DISPENSADOR,1976,1,988.0
77082247,1,MF,5024,1,2512.0
67315842,1,DISPENSADOR,1266,2,1266.0
79654071,1,DISPENSADOR,4317,6,12951.0
78073907,1,DISPENSADOR,8352,2,8352.0
63757246,1,DISPENSADOR,1974,1,987.0
99719047,1,DISPENSADOR,5826,5,14565.0
11664413,1,DISPENSADOR,1147,3,1720.5
90718590,1,DISPENSADOR,1669,1,834.5
12791887,1,DISPENSADOR,1157,2,1157.0
85759085,1,DISPENSADOR,2532,2,2532.0
93870722,1,DISPENSADOR,5877,1,2938.5
62122822,1,DISPENSADOR,5632,7,19712.0
91331339,1,DISPENSADOR,6442,3,9663.0
26254670,1,DISPENSADOR,1089,6,3267.0
26121210,1,DISPENSADOR,5394,4,10788.0
18025254,1,DISPENSADOR,2716,2,2716.0
62450438,1,DISPENSADOR,5859,1,2929.5
13120007,1,DISPENSADOR,1146,1,573.0
75606381,1,MF,5203,3,7804.5
28964597,1,MF,5024,1,2512.0
26226294,1,DISPENSADOR,5827,3,8740.5
76443401,1,DISPENSADOR,8062,2,8062.0
92170604,1,DISPENSADOR,1157,2,1157.0
17025431,1,DISPENSADOR,5394,5,13485.0
13461196,1,DISPENSADOR,2775,4,5550.0
65833444,1,DISPENSADOR,4853,1,2426.5
74837274,1,DISPENSADOR,3663,17,31135.5
79404888,1,DISPENSADOR,5432,2,5432.0
20889520,1,DISPENSADOR,8352,5,20880.0
12678296,1,DISPENSADOR,739,5,1847.5
83188539,1,DISPENSADOR,4000,12,24000.0
18208269,1,DISPENSADOR,5462,2,5462.0
92170604,1,DISPENSADOR,2751,1,1375.5
10575017,1,MF,5023,1,2511.5
91410609,1,DISPENSADOR,4464,5,11160.0
62818032,1,DISPENSADOR,6519,1,3259.5
90716701,1,MF,5226,1,2613.0
92835828,1,DISPENSADOR,5860,1,2930.0
94877668,1,DISPENSADOR,1660,6,4980.0
99697198,1,MF,5144,2,5144.0
60830937,1,DISPENSADOR,4317,2,4317.0
93253045,1,DISPENSADOR,4776,3,7164.0
15268623,1,DISPENSADOR,5788,8,23152.0
77884023,1,DISPENSADOR,8082,5,20205.0
15549201,1,DISPENSADOR,1837,1,918.5
10869126,1,DISPENSADOR,5762,5,14405.0
61944146,1,DISPENSADOR,4783,1,2391.5
90611064,1,DISPENSADOR,6519,6,19557.0
79046847,1,DISPENSADOR,1837,2,1837.0
17112695,1,MF,5144,8,20576.0
76502789,1,DISPENSADOR,4317,13,28060.5
12945434,1,DISPENSADOR,1265,10,6325.0
12981814,1,DISPENSADOR,1157,6,3471.0
91524110,1,DISPENSADOR,4091,2,4091.0
78898842,1,DISPENSADOR,1297,2,1297.0
75004997,1,DISPENSADOR,1297,6,3891.0
20890240,1,DISPENSADOR,1458,2,1458.0
61100775,1,DISPENSADOR,8031,88,353364.0
16534823,1,DISPENSADOR,5394,2,5394.0
28528937,1,DISPENSADOR,2752,2,2752.0
20801178,1,DISPENSADOR,2861,7,10013.5
63787470,1,DISPENSADOR,5827,1,2913.5
77328633,1,DISPENSADOR,1459,2,1459.0
13792241,1,DISPENSADOR,5394,1,2697.0
77760526,1,DISPENSADOR,5824,3,8736.0
15979237,1,DISPENSADOR,640,2,640.0
12376483,1,DISPENSADOR,5826,2,5826.0
89815882,1,DISPENSADOR,5788,6,17364.0
27926389,1,DISPENSADOR,2182,2,2182.0
86684924,1,MF,5158,1,2579.0
13808642,1,MF,5144,1,2572.0
90920402,1,DISPENSADOR,2992,17,25432.0
62060526,1,DISPENSADOR,4031,6,12093.0
20214644,1,DISPENSADOR,4797,2,4797.0
74574634,1,DISPENSADOR,745,7,2607.5
77402473,1,DISPENSADOR,5633,5,14082.5
92132437,1,DISPENSADOR,2843,1,1421.5
68034158,1,DISPENSADOR,600,1,300.0
14652645,1,DISPENSADOR,5824,5,14560.0
93614926,1,DISPENSADOR,4597,1,2298.5
72707846,1,DISPENSADOR,1146,6,3438.0
67899521,1,DISPENSADOR,6285,1,3142.5
